ID,treatment,temp,block,date.hatch,date.died,timepoint.died,sacrifice,suc.ovp,date.3,bin,date.ovp,time.ovp,num.ovp,wasp.gen,date.4,timepoint.4,date.5,timepoint.5,date.wander,timepoint.wander,mass.wander,date.em,timepoint.em,instar.em,bled.em,num.em,num.coc,num.fail.spin,num.unem,load,time.T0,mass.T0,diet.cat.in.T0,diet.cont.in.T0,date.T1,time.T1,mass.T1,frass.T1,fed.T1,diet.cat.out.T0,diet.cont.out.T0,sacrifice.T1,diet.cat.in.T1,diet.cont.inT1,date.T2,time.T2,mass.T2,fed.T2,frass.T2,diet.cat.out.T1,diet.cont.out.T1,sacrifice.T2,diet.cat.in.T2,diet.cont.in.T2,date.T3,time.T3,mass.T3,frass.T3,fed.T3,diet.cat.out.T2,diet.cont.out.T2,sacrifice.T3,diet.cat.in.T3,diet.cont.in.T3,date.T4,time.T4,mass.T4,frass.T4,fed.T4,diet.cat.out.T3,diet.cont.out.T3,sacrifice.T4,diet.cat.in.T4,diet.cont.in.T4,date.T5,time.T5,mass.T5,frass.T5,fed.T5,diet.cat.out.T4,diet.cont.out.T4,sacrifice.T5,diet.cat.in.T5,diet.cont.in.T5,date.T6,time.T6,mass.T6,frass.T6,fed.T6,diet.cat.out.T5,diet.cont.out.T5,sacrifice.T6,diet.cat.in.T6,diet.cont.in.T6,date.T7,time.T7,mass.T7,frass.T7,fed.T7,diet.cat.out.T6,diet.cont.out.T6,sacrifice.T7,diet.cat.in.T7,diet.cont.in.T7,date.T8,time.T8,mass.T8,frass.T8,fed.T8,diet.cat.out.T7,diet.cont.out.T7,sacrifice.T8,diet.cat.in.T8,diet.cont.in.T8,date.T9,time.T9,mass.T9,frass.T9,fed.T9,diet.cat.out.T8,diet.cont.out.T8,sacrifice.T9,diet.cat.in.T9,diet.cont.in.T9,date.T10,time.T10,mass.T10,frass.T10,fed.T10,diet.cat.out.T9,diet.cont.out.T9,sacrifice.T10,diet.cat.in.T10,diet.cont.in.T10,date.T11,time.T11,mass.T11,frass.T11,fed.T11,diet.cat.out.T10,diet.cont.out.T10,sacrifice.T11,diet.cat.in.T11,diet.cont.in.T11,date.T12,time.T12,mass.T12,frass.T12,fed.T12,diet.cat.out.T11,diet.cont.out.T11,sacrifice.T12,diet.cat.in.T12,diet.cont.in.T12,date.T13,time.T13,mass.T13,frass.T13,fed.T13,diet.cat.out.T12,diet.cont.out.T12,sacrifice.T13,diet.cat.in.T13,diet.cont.in.T13,date.T14,time.T14,mass.T14,frass.T14,fed.T14,diet.cat.out.T13,diet.cont.out.T13,sacrifice.T14,diet.cat.in.T14,diet.cont.in.T14,date.T15,time.T15,mass.T15,frass.T15,fed.T15,diet.cat.out.T14,diet.cont.out.T14,sacrifice.T15,diet.cat.in.T15,diet.cont.in.T15,date.T16,time.T16,mass.T16,frass.T16,fed.T16,diet.cat.out.T15,diet.cont.out.T15,sacrifice.T16,diet.cat.in.T16,diet.cont.in.T16,date.T17,time.T17,mass.T17,frass.T17,fed.T17,diet.cat.out.T16,diet.cont.out.T16,sacrifice.T17,diet.cat.in.T17,diet.cont.in.T17,date.T18,time.T18,mass.T18,frass.T18,fed.T18,diet.cat.out.T17,diet.cont.out.T17,sacrifice.T18,diet.cat.in.T18,diet.cont.in.T18,date.T19,time.T19,mass.T19,frass.T19,fed.T19,diet.cat.out.T18,diet.cont.out.T18,sacrifice.T19,diet.cat.in.T19,diet.cont.in.T19,date.T20,time.T20,mass.T20,frass.T20,fed.T20,diet.cat.out.T19,diet.cont.out.T19,sacrifice.T20,diet.cat.in.T20,diet.cont.in.T20,date.T21,time.T21,mass.T21,frass.T21,fed.T21,diet.cat.out.T20,diet.cont.out.T20,sacrifice.T21,diet.cat.in.T21,diet.cont.in.T21,date.T22,time.T22,mass.T22,frass.T22,fed.T22,diet.cat.out.T21,diet.cont.out.T21,sacrifice.T22,diet.cat.in.T22,diet.cont.in.T22,date.T23,time.T23,mass.T23,frass.T23,fed.T23,diet.cat.out.T22,diet.cont.out.T22,sacrifice.T23,diet.cat.in.T23,diet.cont.in.T23,date.T24,time.T24,mass.T24,frass.T24,fed.T24,diet.cat.out.T23,diet.cont.out.T23,sacrifice.T24,diet.cat.in.T24,diet.cont.in.T24,date.T25,time.T25,mass.T25,frass.T25,fed.T25,diet.cat.out.T24,diet.cont.out.T24,sacrifice.T25,diet.cat.in.T25,diet.cont.in.T25,date.T26,time.T26,mass.T26,frass.T26,fed. T26,diet.cat.out.T25,diet.cont.out.T25,sacrifice.T26,diet.cat.in.T26,diet.cont.in.T26,date.T27,time.T27,mass.T27,frass.T27,fed.T27,diet.cat.out.T26,diet.cont.out.T26,sacrifice.T27,diet.cat.in.T27,diet.cont.in.T27,date.T28,time.T28,mass.T28,frass.T28,fed.T28,diet.cat.out.T27,diet.cont.out.T27,sacrifice.T28,diet.cat.in.T28,diet.cont.inT28,date.T29,time.T29,mass.T29,frass.T29,fed.T29,diet.cat.out.T28,diet cont.out.T28,sacrifice.T29,diet.cat.in.T29,diet.cont.in.T29,date.T30,time.T30,mass.T30,frass.T30,fed.T30,diet.cat.out.T29,diet.cont.out.T29,sacrifice.T30,diet.cat.in.T30,diet.cont.in.T30,date.T31,time.T31,mass.T31,frass.T31,fed.T31,diet.cat.out.T30,diet.cont.out.T30,sacrifice.T31,diet.cat.in.T31,diet.cont.in.T31,date.T32,time.T32,mass.T32,frass.T32,fed.T32,diet.cat.out.T31,diet.cont.out.T31,sacrifice.T32,diet.cat.in.T32,diet.cont.in.T32,date.T33,time.T33,mass.T33,frass.T33,fed.T33,diet.cat.out.T32,diet.cont.out.T32,sacrifice.T33,diet.cat.in.T33,diet.cont.in.T33,date.T34,time.T34,mass.T34,frass.T34,fed.T34,diet.cat.out.T34,diet.cont.out.T34,sacrifice.T34,diet.cat.in.T34,diet.cont.in.T34,date.T35,time.T35,mass.T35,frass.T35,fed.T35,diet.cat.out.T34,diet.cont.out.T34,sacfifice.T35,diet.cat.in.T35,diet.cont.in.T35,date.T36,time.T36,mass.T36,frass.T36,fed.T36,diet.cat.out.T35,diet.cont.out.T35,sacrifice.T36,diet.cat.in.T36,diet.cont.in.T36,date.T37,time.T37,mass.T37,frass.T37,fed.T37,diet.cat.out.T36,diet.cont.out.T36,sacrifice.T37,diet.cat.in.T37,diet.cont.in.T37,date.T38,time.T38,diet.cont.out.T37,comments
278,para,25,N,11/23/16,,,0,1,12/2/16,22,12/2/16,8:52,1,2,12/6/16,T8,12/10/16,T14,,,,12/14/16,T18,5,0,112,112,0,6,118,7:26,47.62,232.23,197.77,12/2/2016,3:31,60.11,2.85,1,135.47,126.33,0,214.67,292.51,12/3/16,7:35,80.5,1,6.78,88.48,179.26,0,176.76,191.02,12/3/16,3:31,95.27,4.09,1,84.67,126.89,0,382.47,268.87,12/4/16,8:28,141.55,17.82,1,185.64,145.95,0,238.61,274.54,12/4/2016,3:49,151.89,11.02,1,147.26,202.76,0,366.66,406.38,12/5/2016,8:27,147.55,0,0,245.71,272.85,0,299.18,359.57,12/5/16,4:54,135.98,0,0,231.88,286.56,0,572.38,364.61,12/6/16,10:52,213.95,17.96,1,310.25,212.55,0,875.58,847.32,12/6/16,3:58,234.38,4.89,1,811.91,804.29,0,855.64,713.8,12/7/16,8:12,412.46,49.55,1,428.6,532.21,0,755.11,389.36,12/7/16,2:57,505.48,23.87,1,534.75,303.19,0,1760.26,1076.33,12/8/16,8:25,829.51,97.47,1,1038.21,839.96,0,192.04,1627.82,12/9/16,9:01,894.49,52.47,1,1355.48,1231.89,0,2943.07,1774.68,12/10/16,9:13,1120.92,27.91,1,2231.39,1369.67,0,5238.36,3526.36,12/11/16,8:28,1817.85,144.81,1,3600.57,3039.58,0,4970.32,2117.83,12/12/16,9:26,2772.7,156.25,1,3303.55,1712.25,0,6063.65,8658.75,12/13/16,9:49,3399.17,211.09,1,4713.46,7931.58,0,10118.34,19676.33,12/14/16,8:54,,,,,10244.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,put at 20C from T8 to T9 (12/6). Spilled frass T13 (12/9)--recovered most
279,para,25,O,11/26/16,,,0,1,12/2/16,22,12/2/16,8:53,1,2,12/6/16,T8,12/11/16,T15,,,,12/16/16,T20,5,0,149,149,0,19,168,7:29,82.38,174.32,197.77,12/2/2016,3:29,94.64,4.43,1,70.93,126.33,0,276.72,292.51,12/3/16,7:38,127.28,1,9.87,115.77,179.26,0,159.84,191.02,12/3/16,3:29,143.76,4.47,1,66.63,126.89,0,257.44,268.87,12/4/16,8:30,195.85,18.08,1,57.11,145.95,0,257.01,274.54,12/4/2016,3:47,205.84,8.72,1,161.35,202.76,0,474.22,406.38,12/5/2016,8:30,202.78,3.04,1,324.53,272.85,0,314.25,359.57,12/5/16,4:52,199.87,0,0,240.36,286.56,0,470.18,364.61,12/6/16,10:43,234.99,7.25,1,250.71,212.55,0,729.47,847.32,12/6/16,3:55,228.18,3.79,1,693.14,804.29,0,881.72,713.8,12/7/2016,8:12,302.2,6.11,1,589.55,532.21,0,390.82,389.36,12/7/16,2:49,365.87,21.31,1,209.55,303.19,0,1057.29,1076.33,12/8/16,8:33,617.54,61.58,1,486.19,839.96,0,2455.76,1627.82,12/9/16,9:07,972.39,78.05,1,1586.31,1231.89,0,2854.63,1774.68,12/10/16,9:15,1085.59,33.55,1,2176.42,1369.67,0,5931.91,3526.36,12/11/16,8:24,1368.79,37.83,1,4983.12,3039.58,0,5194.2,2117.83,12/12/16,9:17,2405.24,190.54,1,3422.24,1712.25,0,5363.02,8658.75,12/13/16,9:18,4017.26,337.26,1,2881.29,7931.58,0,9022.51,19676.33,12/14/16,9:02,4300.03,173.55,1,7855.87,10244.03,0,8898.87,7236.46,1/15/16,9:10,4333.51,65.91,1,7036.05,5633.34,0,7583.06,5481.58,12/16/16,9:40,,,,,4890.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,put at 20C from T8 to T9 (12/6)
280,para,25,O,11/26/16,,,0,1,12/2/16,22,12/2/16,8:55,1,2,12/8/16,T12,,,,,,12/15/16,T19,4,1,59,58,1,6,65,7:30,42.99,142.93,197.77,12/2/2016,3:27,50.52,2.44,1,56.8,126.33,0,285.19,292.51,12/3/16,7:30,77.43,1,6.5,134.43,179.26,0,144.68,191.02,12/3/16,3:26,87.28,4.26,1,61.08,126.89,0,232.12,268.87,12/4/16,8:33,114.61,8.42,1,83.12,145.95,0,289.2,274.54,12/4/2016,3:47,134.01,5.51,1,191.1,202.76,0,380.89,406.38,12/5/2016,8:22,187.27,11.95,1,174.45,272.85,0,307.16,359.57,12/5/16,4:49,219.25,14.27,1,175.87,286.56,0,507.08,364.61,12/6/16,10:45,284.15,30.54,1,222.22,212.55,0,902.83,847.32,12/6/16,3:53,281.31,0.85,1,867.15,804.29,0,648.75,713.8,12/7/16,8:20,273.43,3.71,1,459.38,532.21,0,600.88,389.36,12/7/16,2:48,270.52,0,0,510.6,303.19,0,586.97,1076.33,12/8/16,8:36,254.58,0,0,403.04,839.96,0,1676.93,1627.82,12/9/16,9:04,266.21,0,0,1211.53,1231.89,0,1804.69,1774.68,12/10/16,9:10,472.54,45.58,1,1125.98,1369.67,0,3148.98,3526.36,12/11/16,8:30,809.81,78.79,1,2224.61,3039.58,0,3594.61,2117.83,12/12/16,9:22,780.11,6.7,1,3120.74,1712.25,0,3929.54,8658.75,12/13/16,9:13,1231.33,119.32,1,2923.34,7931.58,0,4473.69,19676.33,12/14/16,8:48,1394.04,132.54,1,3748.91,10244.03,0,5659.66,7236.46,1/15/16,9:06,,,,,5633.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,put at 20C from T8 to T9 (12/6)
281,para,25,O,11/26/16,,,0,1,12/2/16,22,12/2/16,8:57,1,2,12/7/16,T11,12/12/16,T16,,,,12/16/16,T20,5,0,136,132,4,23,159,7:32,55.67,177.29,197.77,12/2/2016,3:24,67.36,4.38,1,80.39,126.33,0,193.18,292.51,12/3/16,7:33,92.62,1,8.12,49.31,179.26,0,123.71,191.02,12/3/16,3:24,103.06,3.53,1,41.68,126.89,0,219.23,268.87,12/4/16,8:35,120.89,9.21,1,73.68,145.95,0,294.38,274.54,12/4/2016,3:51,132.87,5.67,1,201.12,202.76,0,425.79,406.38,12/5/2016,8:16,192.12,13.72,1,213.69,272.85,,192.94,359.57,12/5/16,4:55,201.12,6.65,1,103.07,286.56,0,465.68,364.61,12/6/16,10:50,287.35,33.2,1,189.44,212.55,0,688.04,847.32,12/6/16,4:00,283.22,1.69,1,652.28,804.29,0,586.65,713.8,12/7/2016,8:05,280.93,0,0,405.44,532.21,0,325.52,389.36,12/7/16,3:01,267.9,0,0,250.07,303.19,0,1555.06,1076.33,12/8/16,8:27,460.27,44.17,1,1031.07,839.96,0,2235.38,1627.82,12/9/16,9:09,983.88,129.73,1,1132.07,1231.89,0,2334.34,1774.68,12/10/16,9:23,1643.19,214.34,1,980.76,1369.67,0,5674.01,3526.36,12/11/16,8:18,1586.38,32.01,1,4817.11,3039.58,0,3714.36,2117.83,12/12/16,9:00,1821.24,17.82,1,2536.62,1712.25,0,6472.1,8658.75,12/13/16,9:43,3237.47,324.27,1,4173.6,7931.58,0,6175.09,19676.33,12/14/16,8:55,4368.9,444.29,1,3887.1,10244.03,0,9161.56,7236.46,1/15/16,9:15,4505.73,209.22,1,7386.95,5633.34,0,7811.04,5481.58,12/16/16,9:37,,,,,4890.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,put at 20C from T8 to T9 (12/6)
282,para,25,O,11/26/16,,,0,1,12/2/16,22,12/2/16,8:58,1,2,12/8/16,T12,,,,,,12/14/16,T18,4,0,89,84,5,19,108,7:36,79.73,187.54,197.77,12/2/2016,3:20,97.81,6.37,1,80.4,126.33,0,259.57,292.51,12/3/16,7:24,126.45,1,9.67,98.37,179.26,0,162.82,191.02,12/3/16,3:21,137.14,5.23,1,71.88,126.89,0,182.71,268.87,12/4/16,8:23,143.46,4.99,1,49.67,145.95,0,355.3,274.54,12/4/2016,3:50,153.99,3.21,1,254.7,202.76,0,489.11,406.38,12/5/2016,8:29,193.11,11.51,1,289.56,272.85,0,385.17,359.57,12/5/16,4:46,232.34,8.38,1,252.26,286.56,0,496.59,364.61,12/6/16,10:39,295.08,25.15,1,223.6,212.55,0,860.51,847.32,12/6/16,3:49,290.69,5.21,1,810.94,804.29,0,440.16,713.8,12/7/16,8:20,280.43,0,0,258.21,532.21,0,382.39,389.36,12/7/16,2:51,282.36,0.25,1,303.89,303.19,0,1053.05,1076.33,12/8/16,8:32,302.18,0,0,801.27,839.96,0,1426.16,1627.82,12/9/16,9:05,549.54,47.37,1,706.59,1231.89,0,2472.76,1774.68,12/10/16,9:18,962.37,86.38,1,1444.66,1369.67,0,4701.7,3526.36,12/11/16,8:22,1391.61,73.06,1,3652.56,3039.58,0,4493.23,2117.83,12/12/16,9:20,1806.03,81.45,1,3460.69,1712.25,0,5317.45,8658.75,12/13/16,9:07,1975.28,74.78,1,4570.49,7931.58,0,6429.97,19676.33,12/14/16,8:50,,,,,10244.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,put at 20C from T8 to T9 (12/6)
283,para,25,O,11/26/16,,,0,1,12/2/16,22,12/2/16,8:59,1,2,12/5/16,T7,12/10/16,T14,,,,12/16/16,T20,5,0,208,207,1,10,218,7:40,57.95,190.74,197.77,12/2/2016,3:17,63.71,2.94,1,103.72,126.33,0,150.67,292.51,12/3/16,7:27,78.1,1,3.64,33.21,179.26,0,153.23,191.02,12/3/16,3:17,95.28,4.03,1,58.34,126.89,0,247.25,268.87,12/4/16,8:26,146.64,16.21,1,43.69,145.95,0,275.04,274.54,12/4/2016,3:44,157.83,6.47,1,174.97,202.76,0,329.38,406.38,12/5/2016,8:26,151.52,2.71,1,193.77,272.85,0,307.29,359.57,12/5/16,4:48,143.01,0,0,231.89,286.56,0,607.83,364.61,12/6/16,10:36,244.97,24.15,1,291.31,212.55,0,829.36,847.32,12/6/16,3:51,251.46,4.62,1,772.61,804.29,0,1050.65,713.8,12/7/16,8:15,458.14,46.37,1,553.75,532.21,0,602.33,389.36,12/7/16,2:53,607.01,33.89,1,297.87,303.19,0,1366.65,1076.33,12/8/16,8:30,954.63,94.96,1,633.92,839.96,0,2318.17,1627.82,12/9/16,9:12,1031.92,39.64,1,1784.16,1231.89,0,3230.78,1774.68,12/10/16,9:20,1373.31,63.7,1,2319.23,1369.67,0,6041.33,3526.36,12/11/16,8:20,1684.78,64.69,1,4845.13,3039.58,0,4546.54,2117.83,12/12/16,9:13,2102.94,33.27,1,3307.79,1712.25,0,4706.07,8658.75,12/13/16,9:38,3633.58,452.25,1,2265.14,7931.58,0,9489.44,19676.33,12/14/16,9:00,4192.77,177.12,1,7916.19,10244.03,0,10440.85,7236.46,1/15/16,9:13,4198.52,106.97,1,7981.16,5633.34,0,7432.42,5481.58,12/16/16,9:38,,,,,4890.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,put at 20C from T8 to T9 (12/6)
284,para,25,L,11/24/16,,,1,,12/2/16,22,12/2/16,9:00,1,2,,,,,,,,,,,,0,,,,0,7:41,50.13,169.35,197.77,12/2/2016,3:13,70.54,5.66,1,70.06,126.33,0,293.4,292.51,12/3/16,7:21,108.17,1,9.34,121.01,179.26,0,153.85,191.02,12/3/16,3:14,123.05,5.35,1,63.26,126.89,1,,268.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,para,30,P,11/29/16,,,0,1,12/2/16,23,12/2/16,9:01,1,2,12/5/16,T7,12/9/16,T13,,,,12/13/16,T17,5,0,70,63,7,69,139,7:54,46.19,175.16,155.63,12/2/2016,3:39,56.6,3.79,1,69.97,96.41,0,263.5,300.96,12/3/16,8:16,92.17,1,10.2,69.27,166.24,0,188.58,151.36,12/3/16,3:45,111.85,3.71,1,84.6,82.51,0,390.93,258.97,12/4/16,9:28,178.49,20.89,1,122.59,114.17,0,294.51,311.64,12/4/2016,3:59,208.32,12.51,1,172.66,240.99,0,418.77,444.6,12/5/16,8:58,196.74,4.72,1,261.18,306.27,0,300.74,311.1,12/5/16,5:45,233.4,6.95,1,158.05,243.52,0,2540.51,522.5,12/6/16,8:59,531.72,66.25,1,1936.43,356.22,0,1158.33,287.27,12/6/16,4:24,705.19,31.03,1,821.35,212.62,0,2529.54,680.89,12/7/16,8:33,1174.26,131.35,1,1684.66,529.41,0,2704.54,945.71,12/7/16,3:43,1307.79,62.51,1,2355.55,848.17,0,3113.24,1996.05,12/8/16,8:56,1245.2,12.06,1,2918.19,1798.4,0,3217.24,3121.69,12/9/16,9:46,1845.7,138.55,1,1997.62,2805.37,0,3715.21,5432.83,12/10/16,9:50,2983.57,276.99,1,1842.68,4993.81,0,7631.11,10079.66,12/11/16,8:57,4493.37,390.69,1,4977.78,9417.18,0,9011.54,11191.7,12/12/16,9:11,4468.2,694.08,1,7146.2,10185.94,0,8922.48,7170.42,12/13/16,9:21,,,,,6136.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,para,30,P,11/29/16,,,0,1,12/2/16,23,12/2/16,9:02,1,2,12/4/16,T5,12/7/16,T11,,,,12/13/16,T16,5,0,8,8,0,138,146,7:56,35.27,102.14,155.63,12/2/2016,3:36,42.63,3.63,1,23.65,96.41,0,240.19,300.96,12/3/16,8:01,82.48,1,13.42,54.6,166.24,0,190.89,151.36,12/3/16,3:32,113.51,12.51,1,67.58,82.51,0,441.82,258.97,12/4/16,9:07,133.88,14.02,1,238.53,114.17,0,273.5,311.64,12/4/2016,4:22,130.61,0,0,195.84,240.99,0,681.73,444.6,12/5/16,9:18,293.64,42.39,1,295.87,306.27,0,582.23,311.1,12/5/16,5:10,428.52,39.07,1,305.57,243.52,0,1825.75,522.5,12/6/16,9:07,742.82,135.4,1,1153.68,356.22,0,1288.58,287.27,12/6/16,4:39,783.22,57.28,1,1037.93,212.62,0,3912.64,680.89,12/7/16,8:36,768.07,9.11,1,3677.15,529.41,0,800.53,945.71,12/7/16,3:57,734.03,0,0,718.94,848.17,0,2570.63,1996.05,12/8/16,9:16,1328.6,97.26,1,1629.32,1798.4,0,3459.13,3121.69,12/9/16,9:46,2258.08,340.82,1,1780.68,2805.37,0,7524.57,5432.83,12/10/16,10:08,3162.23,418.88,1,5366.71,4993.81,0,9206.39,10079.66,12/11/16,8:18,3524.81,554.19,1,7698.87,9417.18,0,9359.66,11191.7,12/12/16,9:34,3376.81,157.33,1,8390.23,10185.94,0,8949.77,7170.42,12/13/16,9:10,,,,,6136.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,para,30,P,11/29/16,,,0,1,12/2/16,23,12/2/16,9:04,1,2,12/5/16,T6,12/9/16,T13,,,,12/12/16,T16,5,0,120,117,3,20,140,7:58,49.54,139.38,155.63,12/2/2016,3:33,58.99,2.33,1,51.88,96.41,0,340.77,300.96,12/3/16,7:53,88.45,1,11.97,149.87,166.24,0,238.58,151.36,12/3/16,3:20,118.98,5.87,1,115.21,82.51,0,387.94,258.97,12/4/16,8:55,210.21,32.57,1,86.62,114.17,0,307.62,311.64,12/4/2016,4:24,203.46,7.25,1,213.65,240.99,0,684.82,444.6,12/5/16,9:23,205.92,0,0,507.05,306.27,0,672.33,311.1,12/5/16,5:40,304.41,16.17,1,437.52,243.52,0,2021.26,522.5,12/6/16,8:51,624.32,66.51,1,1416.7,356.22,0,1354.78,287.27,12/6/16,4:33,828.73,36.57,1,971.33,212.62,0,2717.48,680.89,12/7/16,8:47,1334.72,210.88,1,1767.29,529.41,0,1661.89,945.71,12/7/16,3:33,1481.41,122.3,1,1257.65,848.17,0,3534.05,1996.05,12/8/16,8:40,1420.74,38.84,1,3282.6,1798.4,0,2254.94,3121.69,12/9/16,9:38,2258.73,154.31,1,869.76,2805.37,0,7914.68,5432.83,12/10/16,9:25,3408.88,251.95,1,5585.21,4993.81,0,8906.12,10079.66,12/11/16,9:08,4534.96,399.02,1,6638.25,9417.18,0,10413.94,11191.7,12/12/16,9:20,,,,,10185.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,para,30,Q,11/29/16,,,0,1,12/2/16,23,12/2/16,9:05,1,2,12/5/16,T7,12/9/16,T13,,,,12/13/16,T17,5,0,24,21,3,59,83,8:00,44.39,130,155.63,12/2/2016,3:31,57.03,2.16,1,44.31,96.41,0,419.76,300.96,12/3/16,7:55,83.07,1,7.81,241.11,166.24,0,206.88,151.36,12/3/16,3:47,98.38,3.82,1,112.43,82.51,0,272.33,258.97,12/4/16,8:58,136.28,17.06,1,76.65,114.17,0,308.14,311.64,12/4/2016,4:03,168.14,11.45,1,178.13,240.99,0,424.19,444.6,12/5/16,9:04,166.95,4.69,1,272.75,306.27,0,300.53,311.1,12/5/16,5:19,157.19,0,0,210.57,243.52,0,1032.48,522.5,12/6/16,9:01,336.99,39.16,1,631.47,356.22,0,972.93,287.27,12/6/16,4:23,490.55,27.32,1,666.7,212.62,0,1837.25,680.89,12/7/16,8:38,879.56,139.52,1,1081.82,529.41,0,1918.21,945.71,12/7/16,3:38,957.81,140.77,1,1566.18,848.17,0,2041.75,1996.05,12/8/16,9:04,922.88,11.33,1,1859.33,1798.4,0,3096.59,3121.69,12/9/16,10:00,1332.49,132.9,1,2213.66,2805.37,0,5144.49,5432.83,12/10/16,9:33,2295.64,315.08,1,3174.21,4993.81,0,9821.65,10079.66,12/11/16,9:11,3256.12,580.96,1,7667.26,9417.18,0,8037.79,11191.7,12/12/16,9:30,3605.83,680.74,1,6229.73,10185.94,0,8851.58,7170.42,12/13/16,9:13,,,,,6136.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
